country,candy,sales
RUS,chocolate bar,2120301
DEU,caramel popcorn,9097647
TUR,butter cookies,5639990
TUR,butter cookies,2972707
IND,white chocolate bar,1162506
ITA,chocolate bar,270760
ITA,chocolate cookies,9791277
MEX,lollipops,7623608
CAN,blueberry bubblegum,1884810
BRA,chocolate cookies,1387977
TUR,gummy bears,3318555
CAN,lollipops,3324055
CHN,chocolate bar,2785740
ITA,dark chocolate bar,8711213
DEU,peanut butter pops,3290089
IND,lollipops,7438380
CAN,dark chocolate bar,4984067
MEX,dark chocolate bar,8574050
CHN,butter cookies,1244593
GBR,caramel popcorn,8315559
BRA,chocolate bar,6892749
FRA,lollipops,7568871
FRA,white chocolate bar,6243823
USA,peanut butter pops,8326965
FRA,peanut butter pops,8473640
DEU,lollipops,2620411
RUS,blueberry bubblegum,695412
ARE,gummy bears,7585526
TUR,lollipops,1547840
MEX,blueberry bubblegum,7848678
DEU,peanut butter pops,9743826
BRA,white chocolate bar,3027258
BRA,chocolate bar,5450922
MEX,lollipops,9440351
FRA,white chocolate bar,6397848
RUS,white chocolate bar,1797148
USA,chocolate bar,543370
CHN,caramel popcorn,7949673
ARE,blueberry bubblegum,8877926
ARE,butter cookies,2256097
CHN,peanut butter pops,9599011
DEU,lollipops,1894654
CHN,chocolate bar,5638167
FRA,caramel popcorn,4084607
TUR,blueberry bubblegum,1217944
USA,butter cookies,9421294
MEX,lollipops,8561657
CAN,caramel popcorn,2627583
IND,butter cookies,7935208
TUR,butter cookies,9068959
MEX,lollipops,2326590
ARE,butter cookies,7986929
SAU,peanut butter pops,3425972
MEX,blueberry bubblegum,7182075
MEX,butter cookies,5490816
MEX,chocolate bar,8107522
TUR,white chocolate bar,1307972
MEX,chocolate cookies,4188204
IND,caramel popcorn,7391104
RUS,butter cookies,8034654
USA,white chocolate bar,5697956
CHN,lollipops,1515808
USA,blueberry bubblegum,2037880
FRA,butter cookies,4238719
MEX,lollipops,4208613
MEX,blueberry bubblegum,8615727
RUS,dark chocolate bar,1774203
TUR,butter cookies,8662874
ITA,chocolate bar,849519
GBR,chocolate cookies,2818670
ITA,lollipops,657825
CHN,blueberry bubblegum,443096
BRA,lollipops,6493923
IND,butter cookies,5965887
FRA,white chocolate bar,4133695
IND,white chocolate bar,2282489
BRA,gummy bears,2482871
ITA,caramel popcorn,2068502
ARE,blueberry bubblegum,2010831
CAN,gummy bears,1377633
TUR,butter cookies,1040788
FRA,blueberry bubblegum,9536630
CHN,gummy bears,7128300
DEU,white chocolate bar,4122714
CAN,blueberry bubblegum,5237210
CHN,butter cookies,3142710
USA,gummy bears,6148330
ARE,gummy bears,5987471
SAU,lollipops,8608308
SAU,gummy bears,3992225
CAN,gummy bears,383197
GBR,lollipops,480665
BRA,blueberry bubblegum,7609322
CHN,white chocolate bar,1764599
FRA,dark chocolate bar,6321007
ITA,chocolate cookies,5703042
MEX,chocolate bar,2772186
GBR,peanut butter pops,7916578
FRA,blueberry bubblegum,6070633
GBR,chocolate bar,7329821
SAU,chocolate cookies,7650738
MEX,lollipops,4057105
TUR,blueberry bubblegum,3905465
SAU,chocolate cookies,9985690
TUR,gummy bears,3306781
CHN,lollipops,8197643
DEU,blueberry bubblegum,7899044
RUS,chocolate cookies,3864418
SAU,blueberry bubblegum,213905
SAU,caramel popcorn,9160938
ARE,chocolate bar,8660793
DEU,chocolate bar,8654103
BRA,blueberry bubblegum,959236
GBR,white chocolate bar,138855
ARE,dark chocolate bar,7229638
FRA,caramel popcorn,8484707
CAN,chocolate cookies,6788392
ARE,white chocolate bar,9009840
FRA,caramel popcorn,9335890
CHN,caramel popcorn,1676659
ARE,lollipops,1775976
BRA,chocolate bar,6606879
TUR,caramel popcorn,4761608
ARE,white chocolate bar,5063745
ITA,butter cookies,6131417
USA,dark chocolate bar,5472315
FRA,lollipops,8269176
TUR,dark chocolate bar,2422613
RUS,white chocolate bar,3503634
USA,lollipops,1392558
CAN,caramel popcorn,7978884
RUS,gummy bears,2677829
CHN,dark chocolate bar,1242975
SAU,gummy bears,7020150
CAN,peanut butter pops,1439696
MEX,chocolate cookies,4930448
USA,chocolate cookies,9772302
IND,butter cookies,6857954
CAN,gummy bears,8244218
RUS,chocolate bar,7655171
ARE,white chocolate bar,9119245
FRA,blueberry bubblegum,5615245
ITA,blueberry bubblegum,3638283
USA,gummy bears,2982074
TUR,chocolate cookies,2234989
TUR,chocolate cookies,5960045
RUS,gummy bears,290560
FRA,blueberry bubblegum,3006940
RUS,gummy bears,9855104
IND,blueberry bubblegum,3505058
CAN,caramel popcorn,3961906
SAU,caramel popcorn,384376
MEX,butter cookies,9623931
USA,caramel popcorn,3993919
BRA,chocolate bar,7200150
FRA,white chocolate bar,2617906
CHN,gummy bears,6975444
CAN,lollipops,9399941
GBR,chocolate bar,5206607
IND,gummy bears,3658042
CHN,gummy bears,6201172
BRA,lollipops,4033789
ARE,dark chocolate bar,5499825
BRA,butter cookies,534071
SAU,butter cookies,8536430
MEX,white chocolate bar,5204846
IND,gummy bears,8711356
TUR,chocolate bar,5648176
SAU,gummy bears,7155573
MEX,white chocolate bar,7440975
SAU,blueberry bubblegum,8774966
BRA,peanut butter pops,1272272
RUS,chocolate bar,1396784
RUS,peanut butter pops,9441191
ITA,blueberry bubblegum,6487175
GBR,lollipops,6074044
CHN,peanut butter pops,3802885
CAN,chocolate bar,4750016
ARE,chocolate cookies,9781129
ITA,dark chocolate bar,2607428
DEU,white chocolate bar,3207324
BRA,lollipops,9596846
USA,gummy bears,7091400
RUS,blueberry bubblegum,7820609
CHN,white chocolate bar,3889431
CAN,caramel popcorn,5253544
CHN,gummy bears,2266656
RUS,peanut butter pops,7595097
CAN,lollipops,7340918
USA,peanut butter pops,7878853
SAU,peanut butter pops,1471318
CAN,butter cookies,6559536
CAN,gummy bears,3899858
RUS,dark chocolate bar,2142846
ARE,caramel popcorn,474957
USA,blueberry bubblegum,5305686
ITA,caramel popcorn,126126
USA,blueberry bubblegum,9039506
CAN,chocolate bar,2851895
FRA,lollipops,1156760
MEX,caramel popcorn,5086709
USA,gummy bears,8667109
FRA,blueberry bubblegum,4240094
SAU,chocolate bar,2659613
ARE,caramel popcorn,9042629
ARE,blueberry bubblegum,2859820
DEU,blueberry bubblegum,4110785
CHN,caramel popcorn,6387188
IND,lollipops,1942564
ITA,peanut butter pops,7681346
SAU,peanut butter pops,6642647
IND,blueberry bubblegum,414248
FRA,lollipops,9262414
BRA,chocolate cookies,2384001
SAU,chocolate bar,4431471
ITA,peanut butter pops,4244257
ARE,peanut butter pops,1171661
USA,dark chocolate bar,4952997
CHN,blueberry bubblegum,640982
DEU,caramel popcorn,9411566
CAN,blueberry bubblegum,650054
USA,blueberry bubblegum,1463483
GBR,lollipops,8477084
BRA,white chocolate bar,5829879
CHN,butter cookies,5382222
DEU,caramel popcorn,933676
CHN,dark chocolate bar,6076467
ARE,chocolate cookies,8278889
ARE,peanut butter pops,2154408
CAN,gummy bears,2500135
ARE,caramel popcorn,7745991
IND,chocolate bar,6615404
MEX,chocolate cookies,452808
DEU,dark chocolate bar,5278744
CAN,blueberry bubblegum,3150971
IND,dark chocolate bar,3729212
ITA,caramel popcorn,3600994
CAN,gummy bears,8881462
ITA,chocolate cookies,5113383
MEX,white chocolate bar,1884572
SAU,blueberry bubblegum,794236
BRA,dark chocolate bar,9145435
FRA,dark chocolate bar,6783382
IND,butter cookies,3038082
GBR,butter cookies,8031779
IND,butter cookies,3314648
GBR,blueberry bubblegum,7949029
ITA,dark chocolate bar,8485747
ARE,blueberry bubblegum,9431425
RUS,blueberry bubblegum,4108088
ITA,chocolate cookies,6635717
GBR,dark chocolate bar,9429266
IND,chocolate cookies,1873102
IND,white chocolate bar,3444089
RUS,chocolate cookies,7402440
RUS,caramel popcorn,5117517
FRA,gummy bears,3720644
SAU,dark chocolate bar,2419170
GBR,lollipops,9396150
TUR,chocolate bar,6690673
TUR,chocolate cookies,3755715
TUR,white chocolate bar,9197032
TUR,caramel popcorn,9423731
IND,chocolate bar,5678311
ITA,chocolate cookies,5986700
RUS,dark chocolate bar,9822884
DEU,caramel popcorn,4365598
IND,chocolate cookies,420003
USA,butter cookies,1756123
BRA,butter cookies,643737
IND,peanut butter pops,1021927
CHN,dark chocolate bar,8806287
RUS,peanut butter pops,367856
ARE,gummy bears,7341500
IND,chocolate bar,4292781
SAU,peanut butter pops,2959550
ITA,white chocolate bar,3357264
DEU,lollipops,4928918
DEU,butter cookies,6992266
RUS,peanut butter pops,2817722
USA,peanut butter pops,7920020
SAU,lollipops,9966774
TUR,lollipops,3723276
FRA,chocolate cookies,4007655
SAU,gummy bears,5708025
USA,dark chocolate bar,5103338
TUR,blueberry bubblegum,9841993
BRA,lollipops,963677
USA,caramel popcorn,5632860
DEU,gummy bears,4628818
BRA,chocolate bar,5961407
CAN,lollipops,4576609
USA,gummy bears,7180260
RUS,peanut butter pops,3910921
ARE,gummy bears,2710522
GBR,lollipops,6389306
CHN,gummy bears,3843271
DEU,chocolate cookies,2757046
SAU,blueberry bubblegum,1651158
CAN,peanut butter pops,1312326
IND,chocolate cookies,2769778
DEU,chocolate cookies,530760
USA,peanut butter pops,7744651
ITA,dark chocolate bar,8564367
ARE,gummy bears,2161663
CAN,chocolate cookies,1396630
RUS,blueberry bubblegum,6869928
GBR,dark chocolate bar,5927414
CAN,gummy bears,9921781
USA,butter cookies,5813555
BRA,chocolate cookies,8657951
GBR,blueberry bubblegum,6003490
IND,chocolate bar,9728971
ARE,chocolate bar,5171205
TUR,dark chocolate bar,5761238
SAU,dark chocolate bar,5943579
MEX,butter cookies,7511188
TUR,caramel popcorn,1223980
FRA,chocolate bar,7946534
ITA,white chocolate bar,6374816
USA,gummy bears,2736275
TUR,lollipops,5299323
TUR,gummy bears,102285
IND,lollipops,4628914
CAN,chocolate cookies,370305
ITA,chocolate cookies,3376182
CAN,butter cookies,8072737
TUR,chocolate bar,1288801
GBR,caramel popcorn,7912120
TUR,white chocolate bar,5251518
ARE,butter cookies,1956013
ITA,caramel popcorn,9413839
BRA,white chocolate bar,2111659
CHN,gummy bears,2903792
GBR,chocolate cookies,5957715
DEU,lollipops,4079427
GBR,peanut butter pops,7613743
CAN,dark chocolate bar,8637578
SAU,butter cookies,137810
CAN,caramel popcorn,4476110
ARE,caramel popcorn,7717405
IND,chocolate bar,8132350
MEX,peanut butter pops,4491611
MEX,lollipops,2697915
FRA,chocolate bar,3417140
CAN,lollipops,9108330
RUS,lollipops,8392152
IND,white chocolate bar,4383152
TUR,gummy bears,7381112
SAU,butter cookies,4464879
USA,caramel popcorn,9487456
CHN,caramel popcorn,9081895
CAN,peanut butter pops,107632
USA,blueberry bubblegum,5246906
ITA,chocolate bar,3801454
TUR,lollipops,3109796
CAN,dark chocolate bar,3596673
CAN,dark chocolate bar,7637531
GBR,lollipops,2653724
TUR,chocolate bar,939627
SAU,butter cookies,3190075
ARE,chocolate cookies,855847
RUS,white chocolate bar,8700925
FRA,chocolate bar,4411386
MEX,chocolate cookies,2475852
GBR,lollipops,4686063
SAU,butter cookies,8295803
IND,chocolate bar,5681335
CHN,blueberry bubblegum,1818660
IND,lollipops,9162767
GBR,gummy bears,5879467
MEX,chocolate bar,2834681
CAN,gummy bears,228989
SAU,white chocolate bar,5523519
SAU,blueberry bubblegum,1913629
USA,chocolate cookies,1038701
DEU,white chocolate bar,9063753
TUR,chocolate cookies,2465467
RUS,dark chocolate bar,7772196
SAU,chocolate bar,4165624
CAN,chocolate bar,6170860
BRA,blueberry bubblegum,6159303
DEU,gummy bears,7073389
FRA,gummy bears,7754374
MEX,blueberry bubblegum,8546917
TUR,butter cookies,8382150
IND,chocolate bar,2962123
BRA,butter cookies,8761093
GBR,butter cookies,8495944
GBR,butter cookies,8417537
USA,dark chocolate bar,8475000
USA,gummy bears,867542
CHN,peanut butter pops,8927272
RUS,blueberry bubblegum,1555413
IND,chocolate bar,6941337
CAN,chocolate cookies,2743971
CHN,butter cookies,8583769
ARE,chocolate cookies,4787022
ARE,blueberry bubblegum,6854404
RUS,dark chocolate bar,9822489
TUR,dark chocolate bar,1302785
ITA,white chocolate bar,8502522
RUS,white chocolate bar,8454746
ARE,blueberry bubblegum,4255818
FRA,white chocolate bar,6298207
MEX,gummy bears,7282793
BRA,caramel popcorn,5727212
CHN,chocolate cookies,6269379
ITA,blueberry bubblegum,5488159
USA,peanut butter pops,5807694
MEX,caramel popcorn,3899902
ARE,chocolate cookies,7813788
CHN,caramel popcorn,7549192
DEU,peanut butter pops,6546572
USA,chocolate cookies,9718895
DEU,lollipops,1093348
RUS,white chocolate bar,5992817
FRA,blueberry bubblegum,3896206
ARE,peanut butter pops,413246
SAU,chocolate bar,4254120
RUS,lollipops,8350014
SAU,butter cookies,6650999
DEU,caramel popcorn,2712763
DEU,chocolate cookies,2487283
DEU,caramel popcorn,7588583
USA,white chocolate bar,4071877
SAU,blueberry bubblegum,1252393
MEX,caramel popcorn,9179956
RUS,chocolate bar,9999504
IND,lollipops,8175845
GBR,butter cookies,465849
DEU,chocolate cookies,5486994
TUR,butter cookies,731666
MEX,lollipops,1958508
RUS,blueberry bubblegum,9930249
GBR,peanut butter pops,2489017
TUR,lollipops,9052982
ARE,chocolate bar,1521448
GBR,white chocolate bar,2121014
TUR,chocolate bar,5603681
DEU,gummy bears,1914186
RUS,caramel popcorn,6816493
IND,butter cookies,4643215
RUS,dark chocolate bar,5251872
ITA,caramel popcorn,5935930
CAN,caramel popcorn,9852605
IND,gummy bears,3988249
USA,peanut butter pops,9552975
SAU,lollipops,2441296
ARE,lollipops,3047501
ITA,gummy bears,3257695
CHN,caramel popcorn,6199350
GBR,caramel popcorn,9774749
GBR,butter cookies,2634784
IND,peanut butter pops,6804071
ARE,dark chocolate bar,8506870
GBR,caramel popcorn,2011734
RUS,dark chocolate bar,6528084
ARE,caramel popcorn,6266083
GBR,white chocolate bar,6328431
BRA,lollipops,2059686
USA,chocolate cookies,5729844
CAN,lollipops,8890892
DEU,dark chocolate bar,9540257
FRA,blueberry bubblegum,1796686
GBR,caramel popcorn,1421948
DEU,dark chocolate bar,3769643
DEU,white chocolate bar,2720800
TUR,dark chocolate bar,1046999
CAN,lollipops,3952592
BRA,caramel popcorn,5941148
FRA,gummy bears,6231340
MEX,white chocolate bar,7143844
CHN,gummy bears,9471126
CHN,blueberry bubblegum,6627365
RUS,butter cookies,6792482
TUR,chocolate cookies,5635005
TUR,butter cookies,3396329
MEX,blueberry bubblegum,373911
CHN,white chocolate bar,3862533
ITA,dark chocolate bar,8490632
TUR,butter cookies,8573455
ITA,chocolate bar,117023
TUR,butter cookies,9573890
RUS,caramel popcorn,8101633
USA,chocolate bar,527117
CHN,white chocolate bar,4375033
RUS,caramel popcorn,2308017
RUS,lollipops,2301621
CAN,white chocolate bar,1997510
TUR,peanut butter pops,3936465
DEU,chocolate bar,4183025
DEU,dark chocolate bar,981180
USA,white chocolate bar,7218810
DEU,chocolate bar,1191584
ITA,chocolate bar,6961686
MEX,chocolate cookies,6627166
MEX,butter cookies,6384098
ITA,peanut butter pops,6163786
CHN,lollipops,6576223
BRA,caramel popcorn,612151
TUR,lollipops,6801786
TUR,lollipops,4910712
GBR,caramel popcorn,9705064
SAU,lollipops,722621
BRA,peanut butter pops,7297154
ARE,dark chocolate bar,9158461
TUR,white chocolate bar,2141861
ARE,dark chocolate bar,1797652
GBR,lollipops,8798557
ARE,chocolate cookies,9126719
CHN,caramel popcorn,6397652
IND,chocolate bar,1012166
ITA,blueberry bubblegum,1809629
BRA,caramel popcorn,1781946
USA,blueberry bubblegum,6365033
IND,caramel popcorn,1862792
USA,gummy bears,4536661
USA,lollipops,3326966
RUS,chocolate cookies,9669711
CAN,butter cookies,9621852
CHN,chocolate bar,8571973
DEU,lollipops,9450403
CAN,chocolate cookies,8729625
ITA,chocolate bar,8853640
DEU,dark chocolate bar,1605930
MEX,chocolate cookies,2422061
FRA,gummy bears,789058
MEX,white chocolate bar,7903580
SAU,blueberry bubblegum,6690643
MEX,caramel popcorn,9856959
DEU,chocolate bar,259547
USA,lollipops,6330763
TUR,caramel popcorn,5475204
CAN,peanut butter pops,850077
FRA,gummy bears,1146222
IND,blueberry bubblegum,4538563
CHN,peanut butter pops,7872859
DEU,blueberry bubblegum,5840541
SAU,lollipops,8501925
SAU,gummy bears,840043
BRA,chocolate bar,5108835
ARE,white chocolate bar,1897987
IND,chocolate bar,4139377
TUR,blueberry bubblegum,5138424
SAU,butter cookies,8776877
TUR,chocolate cookies,3211020
ITA,white chocolate bar,2036450
IND,lollipops,6913586
SAU,chocolate bar,434012
RUS,blueberry bubblegum,6392467
CHN,dark chocolate bar,7262737
CHN,peanut butter pops,8889935
CHN,lollipops,1157641
IND,peanut butter pops,4249684
IND,butter cookies,2633583
BRA,gummy bears,4955485
SAU,chocolate cookies,5305355
GBR,white chocolate bar,2811708
CHN,chocolate cookies,6059427
RUS,caramel popcorn,8378382
MEX,caramel popcorn,8117335
USA,chocolate bar,9461367
FRA,peanut butter pops,3489792
SAU,chocolate bar,2724642
ITA,dark chocolate bar,4726299
IND,chocolate bar,9701900
DEU,chocolate cookies,9007064
DEU,chocolate bar,2153795
TUR,lollipops,6873740
MEX,gummy bears,4603468
BRA,lollipops,6754251
ITA,dark chocolate bar,163572
DEU,white chocolate bar,552770
ITA,dark chocolate bar,9962746
CAN,butter cookies,1173387
MEX,dark chocolate bar,1892180
BRA,peanut butter pops,2555152
BRA,lollipops,7207238
RUS,chocolate cookies,8383109
CAN,white chocolate bar,5468749
BRA,gummy bears,4566002
ITA,lollipops,4373219
ITA,caramel popcorn,3005842
SAU,chocolate cookies,1785874
ARE,chocolate bar,5164035
CHN,white chocolate bar,6083525
BRA,gummy bears,244175
DEU,dark chocolate bar,6201627
SAU,gummy bears,8248478
BRA,chocolate cookies,5691299
IND,gummy bears,5110422
ITA,butter cookies,6797673
MEX,blueberry bubblegum,2301830
SAU,peanut butter pops,162108
DEU,chocolate cookies,6255921
GBR,dark chocolate bar,5872071
ARE,chocolate cookies,157217
DEU,gummy bears,8849611
RUS,blueberry bubblegum,4262973
CHN,lollipops,3143521
CAN,caramel popcorn,4133285
SAU,lollipops,6577671
FRA,caramel popcorn,8547976
MEX,butter cookies,4416117
GBR,blueberry bubblegum,1107976
MEX,peanut butter pops,9402710
CAN,blueberry bubblegum,5838556
RUS,peanut butter pops,3041294
DEU,gummy bears,8295578
IND,gummy bears,6714138
TUR,dark chocolate bar,2481260
USA,dark chocolate bar,6037982
CHN,chocolate bar,7798080
SAU,caramel popcorn,917713
ARE,white chocolate bar,3155236
ITA,gummy bears,3035828
FRA,blueberry bubblegum,4847556
DEU,white chocolate bar,2563198
FRA,butter cookies,2286230
SAU,white chocolate bar,6391744
CAN,white chocolate bar,8294866
CHN,chocolate bar,2315862
CHN,white chocolate bar,9864708
CHN,butter cookies,8458352
IND,chocolate bar,7489357
SAU,lollipops,9161317
GBR,blueberry bubblegum,6790264
ITA,butter cookies,3931842
IND,chocolate bar,3819918
MEX,butter cookies,5535480
FRA,white chocolate bar,2863042
RUS,gummy bears,5673171
TUR,peanut butter pops,2787393
TUR,caramel popcorn,5417766
BRA,butter cookies,2684503
BRA,peanut butter pops,6652542
ARE,blueberry bubblegum,9989368
ITA,white chocolate bar,5627778
ARE,white chocolate bar,6219825
GBR,lollipops,7286841
ARE,peanut butter pops,3876084
SAU,caramel popcorn,3435623
CHN,lollipops,2348737
DEU,peanut butter pops,730250
BRA,white chocolate bar,138543
FRA,caramel popcorn,1955329
ITA,butter cookies,495820
DEU,blueberry bubblegum,2720178
RUS,dark chocolate bar,1663292
DEU,chocolate bar,4620344
IND,gummy bears,9004005
ITA,caramel popcorn,6613089
RUS,peanut butter pops,305839
ARE,white chocolate bar,542638
GBR,lollipops,4630661
RUS,lollipops,7909154
ITA,blueberry bubblegum,7046587
CHN,white chocolate bar,1542028
GBR,gummy bears,7542183
SAU,butter cookies,215900
GBR,butter cookies,6064904
GBR,blueberry bubblegum,977829
ARE,dark chocolate bar,6272963
USA,peanut butter pops,8869139
DEU,chocolate bar,4914914
CAN,gummy bears,3015140
BRA,chocolate cookies,5811691
DEU,peanut butter pops,4019244
DEU,white chocolate bar,696188
FRA,caramel popcorn,2682404
FRA,caramel popcorn,9728234
IND,peanut butter pops,3493444
FRA,caramel popcorn,8112519
CHN,dark chocolate bar,967324
GBR,butter cookies,1637049
MEX,white chocolate bar,5241282
SAU,chocolate bar,2802624
SAU,caramel popcorn,7028890
GBR,butter cookies,2673745
TUR,peanut butter pops,4874485
SAU,lollipops,4499184
ITA,chocolate bar,8474725
